reviewerID,asin,overall
A13F2IV3ME23R,B000RO9Q7W,3.0
A2IIAQ7VVAHXTD,B009JBZH54,5.0
A3J9LLWHZH15HG,6301157141,5.0
A2BEU7GPGNIG44,B00013WWSY,5.0
A23Q1T4MXZHFM7,6300215938,5.0
A9TG2NFA614S9,B001AMHNKW,5.0
A39YKEKCLUVL0L,B0060MYMFQ,4.0
A2LJ2EINTE0ZZD,B000MQC9H4,5.0
AAXX7T6L68ZI0,B004NSUXHU,5.0
AW2BJLHAO2UGN,B0009FTOEY,5.0
A1CDZNPO7U4E6N,B000UJ48OU,4.0
A1SWLQMDCKOZHU,6301435192,4.0
A1T17BYSWE5QBE,B00BEIYN9Q,4.0
A2CJN3IDH2DWT5,B005LAIGWS,2.0
ACMFU7RUEFKIX,B000DZIGDU,2.0
A37ZFR7C10UXJ6,B002N7HXJ4,5.0
AP0DQSDFSLP4P,B001KZIRKY,5.0
A1IU7S4HCK1XK0,B0007N1BBC,4.0
AYQF4Z1EQDACU,B000HCO83G,5.0
A3UNCN409IKAK6,B00005JPE3,3.0
A3UAIEHXTUT85G,B0081FSMNI,4.0
A1PME65QLLQSLA,076781505X,4.0
A3C76TEZ0IYBCR,B00005JLIF,4.0
A2QL9S0IAN8KJ,B00005JLTK,5.0
A39CTP1QW1JH06,6300215962,5.0
AXYEW4EJR2BIA,B004XQO90E,5.0
A35P7ED76HLI94,B000077VQ6,5.0
A1WXCMB52BON8N,B002LFPAUM,4.0
A2IU2BSVWQLKJ7,6303234844,5.0
A35UNON2GI8C0R,0783219598,2.0
A18MBO1U4DPY20,B0002KVUKM,2.0
AILBDL6ATVDCJ,B00005JNTU,5.0
A28TEYUOFXAJCK,B000PGTPGO,3.0
A2YAABMT80RLYA,6302732875,5.0
A1GS8MM6LW7IDZ,B000GRUMPU,4.0
ANBEJO2TLASQX,078062372X,5.0
A3R2YB0WTTB0IJ,6305182035,4.0
AY69ZK7G6CNYJ,B00005JOC9,3.0
A32ZOSZVX052IJ,B00005JOY9,5.0
A2HA9JM6BW0433,B00005JO20,5.0
A19Y68G415SW8G,B003CPPY0Q,4.0
A5N992ESD6UHW,B002ZG98C8,5.0
AZIZ8DF9DBFTD,B0007Q6VXC,3.0
AJKWF4W7QD4NS,B0002HS74C,3.0
A6ZKAHCONUHX5,0783114885,4.0
ABARNA66MT43U,B000095J2Y,5.0
A1XRCH5XAHCQ8S,6300214605,4.0
AGENS6MY9PZGW,6301966066,4.0
A3GWZPKO3ODTIN,B007K3JCAE,5.0
A139ZF7CJVVTJU,B0013ERFFU,4.0
A1BWDLZR1SO3U4,6302447542,5.0
A1ZDEH3V0H290C,0790729989,1.0
A2VZIH75IMKB5L,6301254945,1.0
A3VX6DDDK0681Z,B008JFUNHI,4.0
A37EWN5SS67OOA,B00005JKN9,4.0
A33L7G4E8CID3,B00005JLRT,3.0
A3RNV9JA553B17,0790739739,5.0
A3L51TJ5BFKJ59,B000A88EU0,5.0
A1LCJ1GGMQCVSQ,0788812483,3.0
A29UK7GM2HXMIE,B00404ME1A,4.0
AFBR53JLSHGNI,B008JFUP8A,3.0
A24MVVGNFVG68S,B00005ABVT,4.0
A1M82Z8DQG4IMA,B00020HAY2,3.0
A7ZZRXHWLZ1FL,6304645635,4.0
A3FNFIHPF0OMEZ,6300246981,5.0
A1JH5J1KQAUBMP,0767802470,5.0
A1MK02HC440QT8,630575067X,4.0
A3N3B26OF3EC12,B00005QZ7U,5.0
A3425JKJH88RSJ,B002VPE1BQ,1.0
ASF2Z8OJR0TP3,B00023P4HY,1.0
A1GGOC9PVDXW7Z,B003EV6DCG,5.0
A3CXS6S3OZDIKP,B003Y5H5HO,4.0
AFV2584U13XP3,B000BQPC4C,5.0
A342YAXL116N5A,B00003CYJ4,5.0
AT07UZQQR7ZEH,6305034397,5.0
A2DQR20UWY2G0Y,B001KMB7D6,4.0
A1LEV4H5ZQ55J2,0792844874,3.0
A2Z2URBU123J7N,0783225768,5.0
A3LZGLA88K0LA0,B009NRQTA6,4.0
A264UCDZZ6RLDN,6302797624,3.0
A1IN6INTN12OCN,B000005XPV,5.0
A3IGA729Q3AB5V,6300251217,5.0
A3OQ1OATK5FQ04,B00006CXHU,5.0
A38IRL0X2T4DPF,B005DEUEV8,5.0
A1TO1P3NV7OAU6,B00006CXHZ,5.0
A2KGCK3Q4VARC8,0310263662,2.0
A62QG0PJTJXYZ,B00005JPAM,5.0
ASGC3E17W83FY,6300181545,5.0
A1S5ZQ61RFCSOE,B000JYW5DM,1.0
A2UQK3DAZ8NO2T,6304864043,4.0
AH1QY9ZVQWWF5,B0010YSDA4,1.0
A2IC3NZN488KWK,0783225849,5.0
A2QE3WKYWU0EXU,B002SYAGN2,4.0
A3QNY1YCCEALHP,B0002LE9QS,5.0
A2F4A5AN5LQD1,B0009YA3OA,5.0
A1345VRK5MYG7,6302636779,4.0
A9KAY47NCPQS,B00006A8T4,5.0
A1X9OJN30EBE3M,B000066HAS,5.0
A1UQR7U1U4WLO1,B00023P4B0,4.0
A1ZAVMB4XZL8KA,0788802194,5.0
A2RYXCJ91AQPS9,B008JFUNKU,4.0
A8YDXMFXJ4R6X,B006X040NY,5.0
A3QNQQKJTL76H0,B001EM1E94,5.0
A34GH2NWY1WBBA,6304443307,3.0
A3SOD5J32B1R59,B000W1V5TM,4.0
A35NVOZDHB4NXN,6302035066,5.0
A9LAPV8XNKZVZ,B00005JNP4,1.0
A16QODENBJVUI1,6302807840,4.0
ALGDCIFQZYMH9,B001WAKOX0,1.0
A1TK6WNUIAEQRU,B000Y7ZHB6,4.0
A21ZB4GEHW6B8E,B00005JPXY,3.0
AH0K6KAO3N1RH,6301966015,5.0
A13FW19C6YCLBB,0790747219,5.0
A2EYULN4VT87MD,B002GIBVO8,4.0
A3V5DUZ5KXPGQA,B00005JNJV,5.0
A2TAPSNKK9AFSQ,0767809246,5.0
AJUFIGATSP9AQ,B001NPD9PE,5.0
A32GCOTGFJ9XC3,B004A8ZWVK,5.0
ASEBX8TBYWQWA,6305784078,5.0
A319SKSB556033,6304415346,4.0
AV5G37VFE5NVD,B00005JLTM,4.0
A202CZ4PJH83G4,B00004WG78,5.0
A1UP1A8BK0TJB4,B000ICLU7C,2.0
A30N4CJVI6U4XE,6305810109,5.0
A3KXFQQFBPJTQE,B00005JLWN,1.0
A2WAJWFB6ZPEGW,B000059TON,5.0
A200FYUVU6GG4P,0780631684,4.0
A3825QQVSCUZ9A,B0011V7PSC,2.0
ABBBSE7HE9HZY,B00007K02J,4.0
A3OHB78Y7L7ZK,B00001ZWQN,5.0
A25CQTB313XDWO,6305034397,5.0
A215P85W653CZV,6301394747,5.0
A14YJS0ZFR1EU8,6301972066,5.0
AVRONIYLZDKYN,B00HUCF7AO,5.0
A3KKM0T1KY42HA,B001FB55H6,4.0
A2CNXXVWOAPE0B,B00B52F278,5.0
A1YFXQMLPAELU8,B005S9EHL6,1.0
A2LWG04VA1DX8E,B00006LPH6,4.0
A1STJE8KFRWK3S,6304151225,5.0
A1IEGPT1Q5D3R2,0783241917,3.0
A2PV6GK1HV54Y9,B000BKVQRU,3.0
ABN5K7K1TM1QA,B000JU9OJ4,5.0
AWPODHOB4GFWL,B00005JM5E,4.0
A3C0WSRUOCD8IG,B000F6ZIJM,4.0
AW3FTPCBPVQNB,B00003CXS7,1.0
A2YNT4QDEQX30F,B0001VL0K2,1.0
A3EUSH8DPW75LR,B0021L8UYY,3.0
AK61LQI92GTCH,6302450179,3.0
A3H9JSM1SUTE4O,6303413161,5.0
A328S9RN3U5M68,B000TAN90Y,4.0
AADJXNY9HSKJF,B00005JMCW,4.0
AGNGN6A4N5WV3,B0002MHDW4,5.0
A36MMIZ5CSC4FZ,6305074011,4.0
A2DABXVFYXC5JY,6301066642,3.0
A2RM9L2MM9EQVE,6304698801,5.0
AVPL1WUEI2A,079284209X,3.0
A86OI3JXIV1LN,0790745399,5.0
A1AFULO1G1A774,B002IKIHE6,1.0
AGZVS6M8XJGN6,1404983082,4.0
A3JJ825BC3H4EA,B00J4LMHMK,3.0
A14Q6R4481YFFG,B0007OCG56,4.0
A2X08IB1D1GAKL,6301967992,2.0
A1MK02HC440QT8,B000ATQYWY,5.0
A6HZN83OUPYRN,B0007NFMCG,4.0
A2EY9VRABZ68Z2,B000056BRJ,3.0
AIWIVN4UAFCA4,B00005JPXP,5.0
A1KIQ4P4ZW3ALF,B008JFUS8M,1.0
A3S98L5B1SR9P1,0783226543,5.0
A1DJLUH6JQ1RHQ,0792845684,4.0
AHT5JOGQWGOCS,0790743221,3.0
A3V61K0EF38GP4,B003H25YS6,1.0
A2QZ01DY3Y1POZ,079283366X,1.0
A1L8HRCM60W0W7,0783228015,4.0
A37NL9EDUT23IV,6305229449,3.0
A2QVGELFE9LL41,B00003CXQA,5.0
A173UMTWFAN2DV,6302098424,5.0
A3E1UIGSVRQXQ,B00005RYLX,5.0
A359IT81FBX64Y,6301973232,5.0
A1GHUN5HXMHZ89,0790731525,4.0
A17FYUDVSKPHOY,6304383177,5.0
A2LOUIXAOUAS3H,B00008EY63,1.0
A1M1Y5UGONAW06,B002VL5BWS,5.0
AE8YLQ8P45GR,6304675348,4.0
AAPT0IT4F8ABH,B00B2BYY3U,4.0
A3N3SN2DDD4HCJ,079283965X,4.0
A1TW9ZGRDQQZ2Y,B00005JPSE,3.0
A24IMN66RPY5VJ,6302418828,5.0
AQDP0LRIFC9UU,B000OY8NII,1.0
A3AOK34PQUCGPO,B000BYA5G4,3.0
A2F75U0YYXFO91,0790744546,5.0
A2LNP6JE11OHZR,B00005JLTK,5.0
A2WFY5XE1T8UT,B0000CABE3,3.0
AQ01Q3070LT29,B000YPUF9W,1.0
A1XYE1JGSL6S2J,B00005O5CM,4.0
ASYK7AH59OML3,B0002KVUKM,5.0
A3HREQMG17BUWQ,B00005JPCF,5.0
A24K6KR7RHW7XB,B000MEYKDM,2.0
AUS2EQT4NU3BF,B0001I55VA,4.0
A2L3VK6QQ91ILU,6304178352,5.0
A132ETQPMHQ585,B004A8ZWVK,5.0
A1YPVVTF19HPCT,B005LAIHSG,4.0
A3VHUQ85RH0BC3,B0000C2IXN,5.0
A1X054KUYG5V,6305495777,3.0
ATZTHWXVAVDKT,B00005JM23,3.0
A1X9OJN30EBE3M,6302182840,5.0
A3Q04XXGGED746,B00GST8LMG,5.0
A2T4MHPAV4HVLZ,6303232663,5.0
AUFFI151JVH33,B00005JMYL,4.0
A3B3P9E48GY4D5,B00092ZLEY,5.0
A1SP7NGJSMX3VT,B00CPR3RB0,5.0
A3Q1FVRV0CRYTH,B00003CWN2,5.0
A3IVIS1OPYUU0X,B00005JLF1,5.0
A3IX9JTCKX7PH,B0000CDRVX,1.0
AU3PO882GSVB,B005LAIHSG,5.0
AT2BYFEVLVITT,B00003CXRP,5.0
AFJFXN42RZ3G2,B00005JOFZ,5.0
A2C6CGS9LK1AV4,6305133468,4.0
A204ECHLRU1F4Q,B00008YGRX,4.0
AS09CJ2GLNXNV,B00005JL3T,1.0
A3LOBF0ZU1HE0S,0780630866,2.0
A3LIGGDQCKZMWT,B000TXPXCS,5.0
A3L1U1SOGVR6L7,B005WV6YW0,1.0
A1IWWRZJOXOSYP,B00008VFCA,4.0
A5HC89UVD4RM1,0780619412,5.0
A3ATTCCO32ZXET,B0000TANUI,4.0
A3147VI84M5TN7,B005D0RDU2,1.0
A10O7THJ2O20AG,B004YM6JI2,5.0
AV6QDP8Q0ONK4,B00DL46ZN8,4.0
A3NNICU3VEBQ2Z,B005LAIHPE,2.0
A2HL7R8R23NERT,B000CZ0PT4,5.0
AFLOFCWP4ZB76,B000BZISS0,5.0
A1ER5AYS3FQ9O3,B000683VHK,4.0
AAMUCZO7DPXSO,B00005JLTK,4.0
A10VNTUCKHAAIH,B0000WN140,4.0
ATJLR5VAS2QE5,B0000VCZLG,4.0
A1X054KUYG5V,0792162617,3.0
A35ZK3M8L9JUPX,B00005JNTI,3.0
A2B9W1KRWF3NAP,B00007CVS6,5.0
A2G6GO4O7EVCPF,B000FAOC2M,2.0
A39CX0EE4BZCZC,0767811097,5.0
AKS9SJTHTU0OM,6300987582,5.0
AIMR915K4YCN,B00005B8U3,2.0
A1G7CWJQI3WUO1,B0001NBNDY,4.0
A19U5RYULZ0Z72,B00003XAMX,3.0
A28N4ZIS9ARI8F,B00BFZBMDS,5.0
A6L4TRWZU8XHF,B00GUO2SKA,5.0
A3PQ3K5RKNJYA1,B000J4QWM2,2.0
A3OXW1R2RMDXBX,B00005JL7Q,5.0
A12IDQSS4OW33B,6302878691,2.0
AWD6SR6I52C5C,1415707138,5.0
A14E2YI7AZDK7A,B0000AGQ6R,5.0
A31WHFXF6T06DR,B001DPHD9C,3.0
A2XRZV63X79YSJ,B00008438W,5.0
A27DRF925AA53Q,B001GKJ2DO,1.0
A2Y3CWITEF9JGY,B00005JPLW,3.0
A319SKSB556033,B00016MSV2,4.0
A27H7GGL6XAO7U,079284677X,3.0
A2F7CCPK4QL359,B000K7UBTI,4.0
A2XRZV63X79YSJ,6302598524,4.0
A1OBU0FTRIJQ3F,B00005R87Q,3.0
A32LQTLMCTV6ST,B003Y5H5FG,1.0
A2U8YAAUWYXRVG,B002XTBE5Q,3.0
A2C27IQUH9N1Z,B0000065U1,4.0
A2J0U1XP6JPL9L,0783222955,5.0
A2U0WL1D6SRTO3,630238060X,4.0
ACJVGDN8G386P,B008SOS7MS,1.0
A2EIK4L9730WWJ,B00005JO28,3.0
A72KEKIG7WATK,B003Y5H5JM,5.0
A20DW2QWVWEG06,B00005RYLX,3.0
A245X3759AQAVT,6300184269,5.0
A1G0VFQ9198IUF,B0000039BK,5.0
A1KTT5A2RK2G9X,B000HWZ4RK,5.0
ADCC3WHSZNW1R,B001UV4XUG,5.0
A3PIPHWD45VOGI,B000AWYOGE,2.0
A3MUII6MG5EEEN,B003L77GS8,4.0
A1O60LWGEJFGUD,6303038727,5.0
A9TVKEWO5SLLO,B007MDB548,4.0
A4F8CJ1L4348V,0780619250,5.0
A82LIVYSX6WZ9,B00005JKM2,3.0
A17FLA8HQOFVIG,0783239408,3.0
A3KUUII2GSHN7T,B000FZEU3S,4.0
A1Z9JJN43A5T3W,0783235410,4.0
A3VC0DXNSMFKZV,6303187064,5.0
AUPGZM45MUVG1,B00005JOC9,3.0
A32JKNQ6BABMQ2,B000LC3IKQ,3.0
A20EEWWSFMZ1PN,B001IDZLCK,3.0
A1KAR9G699RM56,0800137884,2.0
A2BT7IC8PT1ZC9,0783239408,4.0
ATXL536YX71TR,B000DZ853Q,2.0
A3T606MDKIJ79E,B00H9KKGTO,1.0
A2AZIQJGBLU7WN,B000O179DG,4.0
A17Z53UM2E111A,6300263487,4.0
A25PM9JGHPU8EI,0800139062,1.0
A3L7K403L5QGDD,B00A2H9L2E,2.0
A2HVL790PBWYTU,6303394353,3.0
A3IQQJPGZ2RDN7,B003Y5H5H4,3.0
A1445A87LORPAS,6302794331,4.0
A2J9054RM0S9N0,B005S9EI2Y,1.0
A3BGEGDANRCBV8,B009PJ1Q82,2.0
A2BYFF97CPQT44,0767825411,4.0
A126KX6FVI4T66,B00005JP63,2.0
AS2J1Q4Y0ZM5A,B0009S4J2I,4.0
AAD9PJLHYQXHB,B001UV4XIS,5.0
AUGABW5AS2OXM,B00DL48BM6,5.0
A2UQIIJ2CD8REE,B00027SIUK,5.0
A3IBXED14SKZ8Y,B0001I55MO,2.0
A2VZIH75IMKB5L,B0077AYMXM,1.0
A1VZDPPHLYZ0KB,0780623134,5.0
A2NBU5KNYC1V4B,B0006FFRB6,5.0
A1RP6YCOS5VJ5I,B00023E894,4.0
A23DUDLPGIJ13X,B000ENPI14,4.0
A2ZVJ63VUZ7NMY,B005LAIH0O,4.0
A3EPHBMU07LZ50,0767002652,5.0
A3OHHFOE0J8HEO,B0007Y8ABK,4.0
A31BIRBM0DK4T5,B005LAIHSG,5.0
A2H4AWIOK1REMX,B00000F2CC,5.0
AA0YPCLUF78B4,B002VECLVO,5.0
A3EE0H0NWQ9QVL,630237250X,5.0
A152C8GYY25HAH,B00001U0BK,2.0
A2C6CGS9LK1AV4,B005GYXNIG,3.0
A1ER6IYOMM8VCT,B000ASATZ8,5.0
A3LOBF0ZU1HE0S,B00003CXP1,2.0
A38U2M9OAEJAXJ,B00003CXWS,1.0
A3UCBB9XD1SVK0,6301963660,5.0
A96AUNSF6GESO,B000YIGNKE,1.0
A1P7R1Z7BQ5HCL,6303257267,4.0
AEF8X4ECM4Q3S,6302038308,1.0
A1NV8HZTGKIPXQ,B00005UV34,4.0
A2V3P1XE33NYC3,6301901266,4.0
AY24PALJV97FG,B0090SI56Y,3.0
A259F4J3QOBIUH,B00008DDVU,4.0
A2SLA0SXRQV8M0,1572522542,3.0
AW99SBGWEXP0J,B00005JMXX,3.0
A1S1BJFTA644TU,B0001WTWDI,5.0
A2RH7ARWQSUVQV,B001QOGYAO,4.0
AVZF4LV5V673T,B0002I833Q,5.0
A141HP4LYPWMSR,B00013F38K,5.0
A2F76FU6INXYQ9,B000UX6TJI,5.0
AHABFECTNE15I,B00005JPXY,4.0
AZCDCO6KK2T81,6305971935,3.0
A2GBBZWJT4L3Y4,630265047X,5.0
A44L7MZUHU11K,6300213781,4.0
A30P48296JY2I0,B000K2UW06,5.0
A1DDC7TKDVDPI3,B00029NLGO,4.0
AEZ8WH06SEW6K,B00005JPCF,4.0
A2JD9YDHLC76IB,B000007PAD,5.0
A2B73CL3QSYWLB,6300270009,4.0
ASCWWM8JQE0IE,B000EQ5PU0,5.0
AC8J9720ALDAT,B0059XTU1S,5.0
A3R2YB0WTTB0IJ,6301766229,5.0
A2HVL790PBWYTU,B00CWM58WY,4.0
A28LF7R0AS5VQ5,B008JFUP8A,5.0
A2B3VV5Y4FHHBL,6303212263,3.0
A2XZE1TB784HKX,0767817656,4.0
AQZH7YTWQPOBE,B00008RUYH,5.0
A1VHBYHV0561A3,6302941318,5.0
A1GBEG4DK50DAT,B00005JMDW,4.0
A3A4ZAIBQWKOZS,B003Y5H53S,3.0
A13QNGUB9IYTY4,B000FA4TLQ,5.0
A33HLTMMTYPVI1,0310263662,5.0
AOM8KYW7X3WY0,B005LAII58,5.0
A34W7QA4J5UTOR,B00005V4XW,5.0
AHMRHGIWPMQPI,B0007PALOI,2.0
A1IANEBSMVGHS9,0788806270,5.0
AEGR40GALMDJ4,6304675348,5.0
A1414YWTYDRGZ5,B005SH63HO,4.0
AVTLF1QPVZO5K,B004EPYZP8,5.0
A1S1O3YT8NS68A,B00005JCKU,5.0
A3HLUNEJUT3MSP,B000067IYQ,4.0
A3M7VAYKYYHEAX,6301562208,4.0
A2JYIDH7JIG48H,B00005JNNT,4.0
A2ZQXJD7YUIEHB,B0059XTTW8,4.0
A141HP4LYPWMSR,B004UXUUDA,5.0
A1AP3A4UW8OJFV,0790742705,5.0
A3KXRZCN90F9BB,B00008YOD2,5.0
A156P4FPL8OGXB,6305252564,5.0
A1TW9ZGRDQQZ2Y,B00005JPLW,5.0
A2CQ99W0NFVGEE,6302800900,5.0
A3F4OHY3R93F78,B0001A79EO,5.0
A3RBKITT1YGESB,B005LAIHZY,5.0
A55MRYPUAX4QU,078322172X,5.0
AGNAO7GZWIEOR,B0034G4OYA,5.0
A1U3LWEEKCKHGM,B000000T01,5.0
A2P3PPVN379V79,B00125WATQ,3.0
A1A535TCGNMVPI,0792841344,5.0
A2PV6GK1HV54Y9,B00A7MSQSO,3.0
A2NQUGGYM0DBM1,B0000B1OC4,4.0
A2BEU7GPGNIG44,B0007VZ9D0,4.0
A3AWLFMKGRMI5M,B0002B14UC,5.0
A14RY10M7CKY3V,630349255X,5.0
A328S9RN3U5M68,B004FKNFJ4,5.0
AYC3Y4QX7GATV,B001FES0JI,4.0
A5WMBIOGE8Q6N,B008JFUQZ2,5.0
AJR0OYOP007DB,B009IV2Z7S,5.0
A7Z0BH7O3ONMM,B005LAIIAI,5.0
A2NJO6YE954DBH,B0007R4SZY,5.0
A3R8PXSFGY9MC2,B000YAA68W,4.0
ABLBRUT8DALNN,6303908225,3.0
A3ITTX33YHDJSE,B00553KAK2,5.0
A38S8RD8XOXLVS,0792845749,1.0
A2TJWNRBBU82FQ,6304508484,3.0
A3MP8YCQR1E4TP,B005CFC0OM,5.0
A3LYYDGZJYT7R4,B000J10EQU,5.0
A34N9SCMWU6U10,B00C7C025M,2.0
A2MJ2LPNNQ7LIP,6300271226,4.0
A2WCRX5OQM6FED,B00005JOVM,2.0
A3SXCD1COAQQL1,B0000AVHAO,3.0
ABLBRUT8DALNN,B005LAII8K,4.0
AON8QO33ABUTX,B00005JKJA,5.0
A1M4ZVFF27YP3U,B00062RCBW,5.0
AHR485R743ADE,B008BMMXF4,5.0
A358XP3X4U0X45,B00000IZ0F,4.0
A3UDYY6L2NH3JS,B0021L8V0M,4.0
A3FV933KPQHTZV,B0000BWTIA,1.0
A2TACQ7DUX63VL,B00003CXRM,5.0
A2329GPAT2XIIZ,B00001U0BK,3.0
A31OPSNAXK3UA7,B004KL0OVU,5.0
A2XQMGE2YY88DC,B008JFUO36,4.0
A1PM9TETTSBETL,B000SNUNRE,5.0
A1FLNCQ9PNP2EL,B001HN69C2,4.0
A30MO52RK59DA0,6305746540,5.0
A3EPHBMU07LZ50,B00005JMN7,5.0
AIRUD8MTVJAD1,B00005JM1F,4.0
A1Y1YRO74S6ELA,B0001EFV7C,5.0
AVWU1O6TH3SXG,B002ZG99QS,5.0
A2D4615GLTXCIT,B00008EY6N,4.0
ANCOMAI0I7LVG,6301599918,5.0
A1NI0VOVXZBM7Y,6301854276,4.0
A2QS8HOG7XL4PA,0767821955,5.0
A2LJKDPRVR907S,B000F2BNW2,5.0
A12JTJJRNDD8JL,B0053WQE6O,5.0
A2CNXXVWOAPE0B,B000KJU13C,5.0
A17FLA8HQOFVIG,B0001KZNV0,4.0
A10DB0H2NZF11E,B000085EEI,5.0
A9Q28YTLYREO7,B0006HBZT2,3.0
A22F3BWM7RAHDA,6300215512,5.0
A3KB1H0S7T6JX1,6305358567,5.0
A34GZPHWYPSY2T,B001N26GT8,3.0
A2SMGWEHSHNC2Q,B002FU8JTW,5.0
AP9RVNCXHB3OB,B0006ZM8M2,5.0
A16IXZW2A0NFR6,6301015290,4.0
A3ICCTSCBT7GS9,0793927501,5.0
A5VI800QMKE8,B00000JSJ4,5.0
A2UVJD6OOLKEBR,B00005JMET,2.0
AJKWF4W7QD4NS,6304214502,5.0
A1LH9IKD5YIYIW,B00BEIYMAG,3.0
A49GZEBDSQ14X,B004A8ZWUQ,4.0
ASKECFIDZOQJ7,B005LAIHPE,4.0
A1VXN0LM7NUQ3L,B000VR824S,5.0
A35T060JMPGMQV,6303187064,5.0
A1XGPPFDFUVW25,B0000BWVMI,5.0
AUOFDVOZV0JKA,6300184080,5.0
A1RE7M7NPEQHU4,0790731517,5.0
A11FX8HL2ANK6T,B007C3TVEY,5.0
AJKWF4W7QD4NS,B0053WQE6O,3.0
AQZKKNNG6GWKV,B00005JPNO,4.0
ATYVBUA5E1IDW,B003UESJH4,4.0
A1JH5J1KQAUBMP,B001GCUO5M,3.0
A22RY8N8CNDF3A,B00GMV8LIO,3.0
AJW6KG5ATLE8H,B000PKG8SS,4.0
A2L4ZGN7GZJ95T,B00005JH9M,4.0
A1R8N03H7NUPR6,B004BDOEZO,5.0
A2PNTEDGMOLMOY,B00005JOHI,5.0
A3T1LD0C65QCWK,B001CHFM62,5.0
A163Q615ZR10U4,B00BEIYGT8,4.0
A2HU0IUFAOEXT5,630405422X,5.0
A26IVJJTXOE85B,B00005JPO1,5.0
AV6QDP8Q0ONK4,B002ZG99IG,4.0
AVOU47WABQ6D3,B001UV4XHY,5.0
ANEDXRFDZDL18,B0000CDRVU,2.0
A3EBHHCZO6V2A4,1572521295,4.0
A3MLO4GAD2O9DL,B0010ZR160,4.0
A2AOZQ3WTNVVOK,B00005JKNB,5.0
A3KOXGH4LHOH12,B00005JMQW,5.0
AFLQGO7CJVK50,B00005KB4D,5.0
A1DSOF0EK9G06C,B00006684S,5.0
A2U3Y3V8MVWQVM,B00005JLRA,5.0
A3OXHLG6DIBRW8,B001GKJ2DE,4.0
A1NLO4JVLEGGRJ,B000Y7U97I,4.0
A26CG5KKAV2BXL,B009934S5M,5.0
A3AUECYM0M0YSX,B00005JMJG,4.0
A106016KSI0YQ,6304056958,5.0
A31U2QT7SAL7K,6300189821,3.0
AEM0D3OFOR9RQ,B0000640VN,4.0
AHIK7BUXFRMT8,B00G15MDI0,5.0
A2X27FQSHP418Y,B00003CXDI,2.0
A2R6RA8FRBS608,B00004ZEU2,5.0
AB1UMC7SB9D7Z,0780021541,4.0
AENS008HCBVC5,6304089767,4.0
A2JM7LRYQGKKRV,B004LROMWU,4.0
A2X6GEC6LCDN4S,0764003828,5.0
A1RP6YCOS5VJ5I,0790749351,5.0
AU9ND05L99YSG,6302517052,4.0
A2YBSWFGP3YLD4,B003FBNJ4U,4.0
AFQDSFS37C7XK,B00003CWQ2,5.0
A3OT6IQ0YHGDCB,B00008EY63,5.0
AGI3VJ0I04QO7,6301773551,5.0
A2SE8NJKLTEUSZ,B000E8NRVC,5.0
A2BON03VAFS1SZ,B000A3DGEY,5.0
A2XUIU2GOMA68G,B002JT69IM,4.0
A10VCNH9CMDERZ,6301801954,1.0
A2F3SXHT6RBV81,630522269X,3.0
A3S0IVFM83ZSE7,B000YDZPBC,4.0
A2983KT3N8FGM0,B0034G4OYA,2.0
A308QC9XPFHFGJ,B00080Z53O,5.0
AOKS5JEGN6G,B000M341QE,5.0
A1FII6B4HLS8XR,B00006AL1D,4.0
A1DB4U8ISVULVE,630428845X,5.0
A3CBVOWBZIGNH0,B00005J760,4.0
A312PJYZAT564V,B00005JKYF,2.0
ADLK6NNNB33TY,B008JFUO72,5.0
A20IIR0422G3A5,B000291Q52,5.0
AWG1LIHKVGMN4,6300182320,5.0
A24PTVSZSM8968,B0035JHYNO,4.0
ALJLONJXLA3OQ,B0059XTU3G,5.0
A3TIXPAXQLJ4WQ,B0031R731S,4.0
A15FXRURP1SOQX,B000E1MTYK,5.0
ADZIJQN6MNRAB,B0017JHQOG,4.0
AVB6L8EU6L3F9,6304117752,5.0
A2SLVX1UT8VRKO,0792844645,5.0
A18758S1PUYIDT,B000V5IP6K,5.0
A3G1ATNDU80KAE,6302814766,2.0
A1GGOC9PVDXW7Z,0767824555,2.0
A2LPG8I4A2LBVQ,B000YAF4MA,5.0
ABOTQXNUBA1MM,B0012Z5UM0,5.0
AYBBGS1NYXG8B,B00005JMUA,5.0
A2F1L9CN8KS9XH,B0016Q2D5M,4.0
A1MNUAXPWP8BUJ,6305971048,5.0
A15MEFTPZX7M43,B003P3PQLM,5.0
A2TKF5QGS0QZR4,B002XTBEDI,3.0
A1M86UQ6ZB7621,6300247228,5.0
A1ERDXS0QLEVKB,B00003CXRP,2.0
AUTBHG6070SL4,0767802454,3.0
A238QWID7YUWU3,6305812233,4.0
A3M6RVUVZOQZLB,6300273210,5.0
A19A08HY0O65Q6,B000L212HC,5.0
A3KF4IP2MUS8QQ,B00005JO1R,5.0
A6TBR6L2D4XKC,B003NOGNQU,3.0
A1PJZKEZQGREDY,B005LAIHSG,4.0
A30TK6U7DNS82R,0790744759,5.0
A23O0G5F8G4IBY,B00005JMPT,3.0
A350V986CU399G,6303046436,5.0
A1B350OHYHQTGX,B0000648X0,2.0
A1W8QNUHI4U2FQ,B0024FAG3U,5.0
AWBS5D7SI70S,7883704591,5.0
A24SA7IVTEHCMI,B0001XAPZ6,5.0
A1MZNOE1OABAQK,B000LXH0AE,5.0
A1CN7L05XSZMRX,B000059H88,2.0
A2S11NSTM645SN,B000YAA68C,3.0
